position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1	UC3XTzVzaHQEd30rQbuvCtTQ	LastWeekTonight	5scez5dqtAc	2017-06-05T06:30:00Z	2017-06-05 06:30:00	Paris Agreement: Last Week Tonight with John Oliver (HBO)	Donald Trump plans to withdraw the United States from the Paris agreement on climate change. That's bad news for anyone who happens to live on this planet. Connect with Last Week Tonight online... Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight Find Last Week Tonight on Facebook like your mom would: http://Facebook.com/LastWeekTonight Follow us on Twitter for news about jokes and jokes about news: http://Twitter.com/LastWeekTonight Visit our official site for all that other stuff at once: http://www.hbo.com/lastweektonight	last week tonight paris agreement,paris accord,john oliver paris agreement	24	Entertainment	PT20M58S	1258	2d	hd	false	https://i.ytimg.com/vi/5scez5dqtAc/maxresdefault.jpg	1	13021725	176853	12626	0	13747
2	UCuLEr-GWiwCBB6zBDX3elOQ	UN Climate Change	WiGD0OgK2ug	2020-09-24T16:19:23Z	2020-09-24 16:19:23	Ever wondered: What is the 'Paris Agreement', and how does it work?	This video explains the basics of the Paris Agreement: the international UN treaty of 2015 that aims to tackle climate change head on. It's central aim is to strengthen the global response to the threat of climate change by keeping a global temperature rise this century well below 2 degrees Celsius above pre-industrial levels, with ambition to limit the increase even further to 1.5 degrees Celsius. Additionally, the agreement aims to strengthen the ability of countries to deal with the impacts of climate change.	Paris agreement,unfccc,United Nations climate change,climate change,Climate ambition,UN treaty,United Nations	25	News & Politics	PT1M40S	100	2d	hd	false	https://i.ytimg.com/vi/WiGD0OgK2ug/maxresdefault.jpg		21031	93	5	0	6
3	UCAuUUnT6oDeKwE6v1NGQxug	TED	MIA_1xQc7x8	2016-05-11T15:15:47Z	2016-05-11 15:15:47	The inside story of the Paris climate agreement | Christiana Figueres	What would you do if your job was to save the planet? When Christiana Figueres was tapped by the UN to lead the Paris climate conference (COP 21) in December 2015, she reacted the way many people would: she thought it would be impossible to bring the leaders of 195 countries into agreement on how to slow climate change. Find out how she turned her skepticism into optimism — and helped the world achieve the most important climate agreement in history. TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and much more. Find closed captions and translated subtitles in many languages at http://www.ted.com/translate Follow TED news on Twitter: http://www.twitter.com/tednews Like TED on Facebook: https://www.facebook.com/TED Subscribe to our channel: http://www.youtube.com/user/TEDtalksDirector	TED Talk,TED Talks,Christiana Figueres,UNFCCC,COP 21,Paris Agreement,climate change	29	Nonprofits & Activism	PT14M51S	891	2d	hd	true	https://i.ytimg.com/vi/MIA_1xQc7x8/maxresdefault.jpg	1	205893	2786	635	0	537
4	UC8exuytmPBqeM6klg7zBNsQ	Mindscape	1DdfNU5iATU	2017-06-10T21:42:52Z	2017-06-10 21:42:52	Paris agreement simplified	Everything you need to know about Paris agreement is given here. which is easy to understand and gives at most clarity about this agreement. involvement of different countries . we have explained how actually the Paris agreement is going to work Supported by : Designed by Freepik" Designed by starline / Freepik Designed by Brgfx / Freepik" Designed by Graphiqastock / Freepik" Designed by Photoroyalty / Freepik" Designed by Ibrandify / Freepik" Designed by brgfx / Freepik" Designed by Frimufilms / Freepik Designed by Macrovector / Freepik" Music by AShamaluevMusic	paris agreement Detail understanding,paris agreement USA,United states paris agreement,China paris agreement,India paris agreement,paris agreement news,paris agreement simple,what is paris agreement?,paris agreement simplified,paris agreement quick,paris agreement and its effects,paris agreement latest update,co2 intensity,paris agreement,mindscape	25	News & Politics	PT8M32S	512	2d	hd	false	https://i.ytimg.com/vi/1DdfNU5iATU/maxresdefault.jpg	1	113592	1678	200	0	171
5	UCrp_UI8XtuYfpiqluWLD7Lw	CNBC Television	HzLEYJE33ww	2020-10-23T02:43:37Z	2020-10-23 02:43:37	President Donald Trump defends his decision to terminate the Paris agreement on climate change	President Donald Trump and former Vice President Joe Biden participate in the final presidential debate on Thursday at 9 p.m. ET in Nashville, Tenn., moderated by NBC News’ Kristen Welker. For access to live and exclusive video from CNBC subscribe to CNBC PRO: https://cnb.cx/2NGeIvi » Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: https://cnb.cx/SubscribeCNBC » Subscribe to CNBC Classic: https://cnb.cx/SubscribeCNBCclassic Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in business news worldwide. The News with Shepard Smith is CNBC’s daily news podcast providing deep, non-partisan coverage and perspective on the day’s most important stories. Available to listen by 8:30pm ET / 5:30pm PT daily beginning September 30: https://www.cnbc.com/2020/09/29/the-news-with-shepard-smith-podcast.html?__source=youtube%7Cshepsmith%7Cpodcast Connect with CNBC News Online Get the latest news: http://www.cnbc.com/ Follow CNBC on LinkedIn: https://cnb.cx/LinkedInCNBC Follow CNBC News on Facebook: https://cnb.cx/LikeCNBC Follow CNBC News on Twitter: https://cnb.cx/FollowCNBC Follow CNBC News on Instagram: https://cnb.cx/InstagramCNBC https://www.cnbc.com/select/best-credit-cards/ #CNBC #CNBCTV	Bottom Line,CNBC,business news,finance stock,stock market,news channel,news station,breaking news,us news,world news,cable,cable news,finance news,money,money tips	25	News & Politics	PT5M11S	311	2d	hd	false		1	16479	173	41	0	217
6	UCNye-wNBqNL5ZzHSJj3l8Bg	Al Jazeera English	LZN-RxIZReQ	2020-12-12T09:36:23Z	2020-12-12 09:36:23	The state of the world’s climate, five years after Paris agreement	Five years ago today, the Paris agreement was forged, with nations around the globe uniting to fight back against the growing threat of climate change. Since then, extreme weather events from drought, wildfires and superstorms have taken their toll and highlighted a need for action. So how is the world placed in its battle against the climate crisis? Al Jazeera's Nick Clark takes a look. - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: https://www.aljazeera.com/ #AlJazeeraEnglish #ClimateChange #GlobalWarming #ParisAccord	europe news,al jazeera,paris agreement,aljazeera,paris accord,aljazeera english,al jazeera english,pollution,europenews,eu,eu news,aljazeera news,global warming,paris,carbon,aljazeera live,europe,climate change	25	News & Politics	PT2M58S	178	2d	hd	false	https://i.ytimg.com/vi/LZN-RxIZReQ/maxresdefault.jpg	1	3961	85	7	0	17
7	UCBi2mrWuNuyYy4gbM6fU18Q	ABC News	0RaunX9LrC4	2020-11-02T12:26:50Z	2020-11-02 12:26:50	Climate experts discuss US withdrawal from Paris agreement l ABC News	The U.S. is set to officially withdraw from the Paris Climate Agreement on Nov. 4, a day after the presidential election. READ MORE: https://abcn.ws/3mN5D3c #ABCNews #ParisClimateAgreement #GlobalWarming #Trump	Paris,climate,agreement,Donald,Trump,U.S.,Climate,change,Joe,Biden,Presidential,election,p_cmsid=2494279,p_vid=news-73960487	25	News & Politics	PT3M55S	235	2d	hd	false	https://i.ytimg.com/vi/0RaunX9LrC4/maxresdefault.jpg	1	7964	142	56	0	107
8	UCjrZMC7HpQt12bDJkunJIFg	WWF-Brasil	I-4F5MJEeqs	2016-07-04T15:18:46Z	2016-07-04 15:18:46	The Paris Agreement for Climate Change	The 21th Conference of Parties (COP 21) of the UN gathered 195 countries to negotiate and finalize the first global agreement to curb greenhouse gas emissions. Understand the importance of this agreement and how everyone can participate.		29	Nonprofits & Activism	PT2M8S	128	2d	hd	false	https://i.ytimg.com/vi/I-4F5MJEeqs/maxresdefault.jpg		96036	780	40	0	24
9	UCIRYBXDze5krPDzAEOxFGVA	Guardian News	5GpGnQTKMm8	2020-12-12T22:56:28Z	2020-12-12 22:56:28	UN Paris climate agreement: world leaders hold summit on fifth anniversary – watch live	The United Nations and Britain are expected to host an online climate summit on the fifth anniversary of the UN Paris climate agreement in a last-ditch bid to have countries meet a deadline to upgrade their emissions-cutting pledges Subscribe to Guardian News on YouTube ► http://bit.ly/guardianwiressub Support the Guardian ► https://support.theguardian.com/contribute Today in Focus podcast ► https://www.theguardian.com/news/series/todayinfocus The Guardian YouTube network: The Guardian ► http://www.youtube.com/theguardian Guardian Football ► http://is.gd/guardianfootball Guardian Sport ► http://bit.ly/GDNsport Guardian Culture ► http://is.gd/guardianculture	united nations,climate,climate emergency,1.5,uk,boris johnson,coronavirus,covid,covid climate,paris,paris agreement,paris agreement anniversary,paris agreement live,united nations live,emissions cutting,polluters,polluting,climate change,climate catastrophe,climate news,world,covid news live,coronavirus news live,2020,guardian,boris johnson speech,boris johnson climate change,global warming	25	News & Politics	PT5H51M16S	3076	2d	hd	false	https://i.ytimg.com/vi/5GpGnQTKMm8/maxresdefault.jpg	1	15034	403	153	0	26
10	UC6ZFN9Tx6xh-skXCuRHCDpQ	PBS NewsHour	mVIF4FThR5o	2019-11-06T01:18:23Z	2019-11-06 01:18:23	What U.S. withdrawal from Paris climate deal means for a warming planet	President Trump announced Monday that in a year, the U.S. will formally withdraw from the Paris climate agreement. The global accord was signed in 2015 by nearly 200 nations pledging to cut greenhouse gas emissions to slow the planet’s warming. Brookings Institution’s Todd Stern, who was chief climate negotiator during the Obama administration, joins William Brangham to discuss the fallout. Stream your PBS favorites with the PBS app: https://to.pbs.org/2Jb8twG Find more from PBS NewsHour at https://www.pbs.org/newshour Subscribe to our YouTube channel: https://bit.ly/2HfsCD6 Follow us: Facebook: http://www.pbs.org/newshour Twitter: http://www.twitter.com/newshour Instagram: http://www.instagram.com/newshour Snapchat: @pbsnews Subscribe: PBS NewsHour podcasts: https://www.pbs.org/newshour/podcasts Newsletters: https://www.pbs.org/newshour/subscribe	todd stern,brookings instution,william brangham,greenhouse emissions,greenhouse gas,climate change,global warming,pollution,fossil fuels,paris climate agreement,president trump,trump,us	25	News & Politics	PT6M18S	378	2d	hd	true		1	18767	239	63	0	
11	UCuLEr-GWiwCBB6zBDX3elOQ	UN Climate Change	gOgTxo_4Tgo	2015-12-16T12:12:51Z	2015-12-16 12:12:51	Two Weeks of COP 21 in 10 Minutes	An historic pact to combat climate change and unleash actions and investment towards a low carbon, resilient and sustainable future was agreed by 195 nations in Paris. See the best moments of COP21.	2015 United Nations Climate Change Conference	25	News & Politics	PT10M11S	611	2d	hd	false			24435	168	18	0	14
12	UC-SJ6nODDmufqBzPBwCvYvQ	CBS This Morning	CsBvZcM6Bug	2017-06-02T11:50:18Z	2017-06-02 11:50:18	Global leaders outraged over Trump's Paris climate agreement decision	Leaders around the world are slamming President Trump's decision to leave the Paris accord. The U.S. now joins the only two countries that did not sign the agreement originally to cut greenhouse gas emissions: Syria and Nicaragua. Ben Tracy reports. Subscribe to the "CBS This Morning" Channel HERE: http://bit.ly/1Q0v2hE Watch "CBS This Morning" HERE: http://bit.ly/1T88yAR Watch the latest installment of "Note to Self," only on "CBS This Morning," HERE: http://cbsn.ws/1Sh8XlB Follow "CBS This Morning" on Instagram HERE: http://bit.ly/1Q7NGnY Like "CBS This Morning" on Facebook HERE: http://on.fb.me/1LhtdvI Follow "CBS This Morning" on Twitter HERE: http://bit.ly/1Xj5W3p Follow "CBS This Morning" on Google+ HERE: http://bit.ly/1SIM4I8 Get the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7T Get your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8 Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B --- Delivered by Charlie Rose, Norah O’Donnell and Gayle King, "CBS This Morning" offers a thoughtful, substantive and insightful source of news and information to a daily audience of 3 million viewers. The Emmy Award-winning broadcast presents a mix of daily news, coverage of developing stories of national and global significance, and interviews with leading figures in politics, business and entertainment. Check local listings for "CBS This Morning" broadcast times.	video,cbs,news,trump,climate,agreement,world,leaders,countries	25	News & Politics	PT2M39S	159	2d	hd	false		1	16452	170	39	0	128
13	UCAjKzVhPt7187TE2GOzY-qA	UNDP Climate	dN0Np6Vh5L8	2020-04-28T07:20:14Z	2020-04-28 07:20:14	Explained: The Paris Agreement	What is the Paris Agreement all about?	NDCs,UNFCCC,United Nations,COP26,COP25,climate action,paris agreement,climate change,UN,UNDP	28	Science & Technology	PT1M8S	68	2d	hd	false	https://i.ytimg.com/vi/dN0Np6Vh5L8/maxresdefault.jpg		1719	7	2	0	1
14	UCWNpXitY8eJ-ku6M-v25MKw	Joe Biden	ykSpM50paoY	2020-12-15T17:47:26Z	2020-12-15 17:47:26	The Biden Plan for Climate Change and the Paris Agreement	Under a Biden-Harris Administration, the United States of America will rejoin the Paris Agreement on day one and lead the world in the fight against climate change.	joe biden,biden,joe biden ad,biden ad,joe biden ad 2020,joe biden campaign video,joe biden campaign ad,joe biden youtube ad,biden ads,joe biden speech,biden trump,2020 elections,politics	25	News & Politics	PT2M58S	178	2d	hd	false	https://i.ytimg.com/vi/ykSpM50paoY/maxresdefault.jpg		19710	2253	1001	0	1081
15	UCHd62-u_v4DvJ8TCFtpi4GA	Washington Post	kg5y88eGyco	2017-05-31T17:39:02Z	2017-05-31 17:39:02	What you need to know about the Paris Agreement on climate change	The Paris Agreement is an international agreement to lower worldwide greenhouse gas emissions in order to mitigate climate change. Here's what you need to know.	the paris agreement,climate change,paris accord,global warming,greenhouse gases,paris climate agreement,climate	25	News & Politics	PT1M19S	79	2d	hd	false	https://i.ytimg.com/vi/kg5y88eGyco/maxresdefault.jpg	1	22361	154	11	0	25
16	UCBi2mrWuNuyYy4gbM6fU18Q	ABC News	1xu7TBZOj2o	2020-11-13T01:45:39Z	2020-11-13 01:45:39	It’s Not Too Late: The Paris climate agreement	ABC News’ Ginger Zee reports on what President-elect Joe Biden moving to have the U.S. rejoin the Paris Agreement would mean for the battle against climate change. WATCH the ABC News Live Stream Here: https://www.youtube.com/watch?v=w_Ma8oQLmSM SUBSCRIBE to ABC NEWS: https://bit.ly/2vZb6yP Watch More on http://abcnews.go.com/ LIKE ABC News on FACEBOOK: https://www.facebook.com/abcnews FOLLOW ABC News on TWITTER: https://twitter.com	climate,change,the,paris,agreement,president,elect,joe,biden,environment,prime,abc,news,live,p_cmsid=2494279,p_vid=news-74182387	25	News & Politics	PT7M15S	435	2d	hd	false	https://i.ytimg.com/vi/1xu7TBZOj2o/maxresdefault.jpg	1	9938	189	141	0	153
17	UC2LZO6swZ9SLUEOks3WnsfA	2veritasium	1WKoj-kodBw	2017-06-02T21:17:43Z	2017-06-02 21:17:43	5 Bad Reasons to Ditch the Paris Climate Agreement	I've heard a lot of reasons for withdrawing from the Paris climate agreement but none of them makes sense to me. Here are some links that support my thinking: BC Carbon tax and impact: https://en.wikipedia.org/wiki/British_Columbia_carbon_tax Popular opinion about the Paris Climate Agreement: https://fivethirtyeight.com/features/was-trumps-paris-exit-good-politics/ http://climatecommunication.yale.edu/publications/paris_agreement_by_state/ India and China pledges: http://www.climatechangenews.com/2017/05/15/india-china-track-exceed-paris-climate-pledges/ Exxon Mobil support for Paris Agreement: https://www.bloomberg.com/news/articles/2017-05-31/exxon-conoco-back-paris-climate-deal-as-trump-weighs-pact-exit	veritasium,paris,donald trump,trump,climate change,global warming,paris climate agreement,withdrawal,leave,united states,agreement,climate,policy,politics,science	27	Education	PT8M43S	523	2d	hd	true	https://i.ytimg.com/vi/1WKoj-kodBw/maxresdefault.jpg	1	631855	36675	5337	0	6234
18	UCafpueX9hFLls24ed6UddEQ	Drishti IAS : English	lpeMG2fW_OA	2020-12-11T15:00:09Z	2020-12-11 15:00:09	Paris agreement: The need of the time | Editorial Analysis - Dec 11, 2020	Dear Viewers, Drishti IAS presents to you a new programme, Editorial Analysis. In this program, we will analyze editorials published in major English newspapers (such as The Hindu and Indian Express, etc.) for effective understanding of students. In this program, we will mainly focus on 3 things: 1. Establishing link of the editorial to UPSC syllabus. 2. Understanding the main points of editorial. 3. Discussing important concepts mentioned in the editorial or which are necessary to understand the editorial. Hope you all like this new initiative of Dristhi IAS! Please feel free to give your suggestions and opinions. Thank you! To read more such Editorials, click - https://www.drishtiias.com/current-affairs-news-analysis-editorials #EditorialAnalysis #TheHinduEditorial #DrishtiIAS	GS-2,GS-3,Coronavirus,COVID19,drishti ias English,drishti ias,Editorial Analysis 2020,Article 32,ias preparation material class online,dr vikas divyakirti,India and US,2020,the hindu editorial analysis,exam guide guidance booster strategy,gs general studies ethics paper discussion analysis syllabus,farmers bill,Paris agreement,Paris agreement: The need of the time,drishti current affairs,drishti ias current affairs in hindi	27	Education	PT22M27S	1347	2d	hd	false	https://i.ytimg.com/vi/lpeMG2fW_OA/maxresdefault.jpg		3960	186	0	0	8
19	UCBi2mrWuNuyYy4gbM6fU18Q	ABC News	XnViPsyE5EU	2016-10-05T19:51:13Z	2016-10-05 19:51:13	Obama Full Speech on Paris Climate Agreement	Calling it a "historic day" in the fight against climate change, President Obama lauded the landmark Paris climate agreement that takes effect Nov. 4. “This gives us the best possible shot to save the one planet we’ve got,” Obama said in remarks in the Rose Garden. While Obama said the deal will help delay some of the most pressing threats posed by climate change, it alone "will not solve the climate crisis.” Seventy-two countries have formally signed the agreement, including China, India and the U.S, some of the world’s largest emitters of greenhouse gases. SUBSCRIBE to ABC NEWS: https://www.youtube.com/ABCNews/ Watch More on http://abcnews.go.com/ LIKE ABC News on FACEBOOK https://www.facebook.com/abcnews FOLLOW ABC News on TWITTER: https://twitter.com/abc GOOD MORNING AMERICA'S HOMEPAGE: https://gma.yahoo.com/	Paris Climate Agreement,Obama Full Speech,POTUS,POTUS climate change,Paris Climate,Obama paris climate,obama climate change,president obama climate change,president obama,Obama Full Speech on Climate,Obama Full Speech paris climate agreement,China,india,greenhouse gasses,solar energy,Climate Agreement	25	News & Politics	PT5M4S	304	2d	hd	false		1	22494	245	90	0	86
20	UCrp_UI8XtuYfpiqluWLD7Lw	CNBC Television	NXpyD2mf46M	2020-11-19T21:20:45Z	2020-11-19 21:20:45	Joe Biden administration will join the Paris agreement, combat climate change: CEO of MSCI	Henry Fernandez, CEO of finance company MSCI, joins 'The Exchange' to talk about the effect of Joe Biden's presidency on ESG investing. For access to live and exclusive video from CNBC subscribe to CNBC PRO: https://cnb.cx/2NGeIvi » Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: https://cnb.cx/SubscribeCNBC » Subscribe to CNBC Classic: https://cnb.cx/SubscribeCNBCclassic Turn to CNBC TV for the latest stock market news and analysis. From market futures to live price updates CNBC is the leader in business news worldwide. The News with Shepard Smith is CNBC’s daily news podcast providing deep, non-partisan coverage and perspective on the day’s most important stories. Available to listen by 8:30pm ET / 5:30pm PT daily beginning September 30: https://www.cnbc.com/2020/09/29/the-news-with-shepard-smith-podcast.html?__source=youtube%7Cshepsmith%7Cpodcast Connect with CNBC News Online Get the latest news: http://www.cnbc.com/ Follow CNBC on LinkedIn: https://cnb.cx/LinkedInCNBC Follow CNBC News on Facebook: https://cnb.cx/LikeCNBC Follow CNBC News on Twitter: https://cnb.cx/FollowCNBC Follow CNBC News on Instagram: https://cnb.cx/InstagramCNBC https://www.cnbc.com/select/best-credit-cards/ #CNBC #CNBCTV	cnbc,business,news,finance,investing,the exchange,stocks,economy,politics,breaking news,money,Wall Street,kelly evans,newsroom	25	News & Politics	PT4M7S	247	2d	hd	false		1	1042	15	18	0	11
21	UCG0xyRVgb5Yf1lvQxkRrYYQ	nzherald.co.nz	xN156DPnnao	2017-11-01T01:47:42Z	2017-11-01 01:47:42	Paris Agreement Explained | Climate Change	The agreement aims to avoid atmospheric warming of more than 2°C by the end of the century. Full story: https://goo.gl/9BzDyt Subscribe: https://goo.gl/LP45jX Check out our playlists: https://goo.gl/Swd249 Like NZ Herald on Facebook: https://goo.gl/tUC4oq Follow NZ Herald on Instagram: https://goo.gl/oLicXe Follow NZ Herald on Twitter: https://goo.gl/Wi6mbv	NZ Herald,nzherald.co.nz,nz documentaries,new zealand documentaries,short docs,short films,nz news,kiwi news,new zealand news,paris accord,paris climate change,climate change agreement,climate policy paris,global warming paris,Accord de Paris,climate change policy,what is the paris agreement	25	News & Politics	PT1M34S	94	2d	hd	false	https://i.ytimg.com/vi/xN156DPnnao/maxresdefault.jpg	1	13176	115	25	0	17
22	UC16niRr50-MSBwiO3YDb3RA	BBC News	jP55meWlLt4	2017-06-01T20:11:03Z	2017-06-01 20:11:03	Trumps pulls US out of Paris climate deal - BBC News	President Donald Trump has announced that the US is withdrawing from the 2015 Paris climate agreement. He said moves to negotiate a new deal that would not disadvantage the US would begin. Mr Trump said during last year's presidential election campaign that he would take the step to help his country's oil and coal industries. Opponents say withdrawing from the accord is an abdication of US leadership on a key global challenge. Please subscribe HERE http://bit.ly/1rbfUog World In Pictures https://www.youtube.com/playlist?list=PLS3XGZxi7cBX37n4R0UGJN-TLiQOm7ZTP Big Hitters https://www.youtube.com/playlist?list=PLS3XGZxi7cBUME-LUrFkDwFmiEc3jwMXP Just Good News https://www.youtube.com/playlist?list=PLS3XGZxi7cBUsYo_P26cjihXLN-k3w246	paris climate,paris,paris climate deal,bbc news,bbc,news,youtube,video,donald trump,trump news,breaking,breaking news,paris climate trump,trump paris climate,china,climate change,2015 Paris climate agreement,paris climate agreement	25	News & Politics	PT3M35S	215	2d	hd	false		1	158965	1226	2436	0	1768
